sentence,gt
সে করছেটা কী?,সে করছেটা কী?
"সাদা, হালকা নীল রঙের শার্টের সঙ্গে পরতে পারেন মেরুন, সবুজ রঙের প্যান্টও।","সাদা, হালকা নীল রঙের শার্টের সঙ্গে পরতে পারেন মেরুন, সবুজ রঙের প্যান্টও।"
ব্রিটিশ বিজয়ে তারা গুরুত্বপূর্ণ ভূমিকা পালন করে।,ব্রিটিশ বিজয়ে তারা গুরুত্বপূর্ণ ভূমিকা পালন করে।
একটা বাসায় আমি আর মা একা থাকতাম।,একটা বাসায় আমি আর মা একা থাকতাম।
"আমি তখন, আমি মারা গেলে পাসপোর্ট দেখে লাশটা যেন চিহ্নিত করতে পারে সেই জন্য আমার এবং আমার মেয়ের পকেটে পাসপোর্টটা ঢুকিয়ে নিলাম।","আমি তখন, আমি মারা গেলে পাসপোর্ট দেখে লাশটা যেন চিহ্নিত করতে পারে সেই জন্য আমার এবং আমার মেয়ের পকেটে পাসপোর্টটা ঢুকিয়ে নিলাম।"
২০১৭ সালের ৬ জুলাই ঝিনাইদহ সদর উপজেলার আসাননগর গ্রামে নিজ বাড়িতে শেষ নিঃশ্বাস ত্যাগ করেন তিনি।,২০১৭ সালের ৬ জুলাই ঝিনাইদহ সদর উপজেলার আসাননগর গ্রামে নিজ বাড়িতে শেষ নিঃশ্বাস ত্যাগ করেন তিনি।
হাবশার একজন কৃষ্ণাঙ্গ গোলামের জন্য এতো দরদ কেনো তার?,হাবশার একজন কৃষ্ণাঙ্গ গোলামের জন্য এতো দরদ $কেনো$ তার?
পিকো প্রোগ্রামটি একটি এমবেডেড প্রিন্ট বোতাম সরবরাহ করে।,পিকো প্রোগ্রামটি একটি এমবেডেড প্রিন্ট বোতাম সরবরাহ করে।
প্রথমে ভাবল ১টা খেয়ে দেখি কেমন হয়েছে।,প্রথমে ভাবল ১টা খেয়ে দেখি কেমন হয়েছে।
আরও দেখুন: তেহরান প্রদেশের বিশ্ববিদ্যালয়ের তালিকা।,আরও দেখুন: তেহরান প্রদেশের বিশ্ববিদ্যালয়ের তালিকা।
আমি আর আমার মেয়ে কোথাও গিয়ে জীবন যাপন করব।,আমি আর আমার মেয়ে কোথাও গিয়ে $জীবন যাপন$ করব।
লাগবে না আপনার কাছ থেকে কোন ঋণ।,লাগবে না আপনার কাছ থেকে $কোন$ ঋণ।
তার প্রাথমিক কাজ ছিল অর্ধ-আদর্শবাদী শৈলীর সাথে রূপক।,তার প্রাথমিক কাজ ছিল অর্ধ-আদর্শবাদী শৈলীর সাথে রূপক।
