sentence,gt
আমি বেশ অবাক হলাম এই দৃশ্যটা দেখে।,আমি বেশ অবাক হলাম এই দৃশ্যটা দেখে।
আমার দুর্বলতাবশতই তাহাকে আমি অভিশাপকারী মনে করি।,আমার দুর্বলতাবশতই $তাহাকে$ আমি অভিশাপকারী মনে করি।
অনেকের ধারণা ঠিক এই কারণেই সেন্টিলেনীরা  বহিরাগতদের গ্রহণ করতে পারছে না।,অনেকের ধারণা ঠিক এই কারণেই $সেন্টিলেনীরা$  বহিরাগতদের গ্রহণ করতে পারছে না।
চাকরিতে থাকা অবস্থায় ১৯৭৪ সালে সাপ্তাহিক হলিডে পত্রিকায় নিবন্ধ লেখার জন্য শৃঙ্খলা ভঙ্গের অভিযোগে তাকে চাকরীচ্যুত করা হয়।,চাকরিতে থাকা অবস্থায় ১৯৭৪ সালে সাপ্তাহিক হলিডে পত্রিকায় নিবন্ধ লেখার জন্য শৃঙ্খলা ভঙ্গের অভিযোগে তাকে চাকরীচ্যুত করা হয়।
ইমরান তাহিরকে বাদ দিয়ে দক্ষিণ আফ্রিকা নিয়েছে আরেক বাঁহাতি স্পিনার রবিন পিটারসনকে।,ইমরান তাহিরকে বাদ দিয়ে দক্ষিণ আফ্রিকা নিয়েছে আরেক $বাঁহাতি$ স্পিনার রবিন পিটারসনকে।
আগে অনেক খুনের প্রকৃত কারণ পুলিশের আগে গণমাধ্যম তদন্ত করে বের করেছে।,আগে অনেক খুনের প্রকৃত কারণ পুলিশের আগে গণমাধ্যম তদন্ত করে বের করেছে।
মেয়েকে বিয়ের সাজে দেখে ফারুক সাহেবের অসম্ভব ভালো লাগলেও মনের কোনে একটা ব্যথা অনুভূত হচ্ছিলো।,মেয়েকে বিয়ের সাজে দেখে ফারুক সাহেবের অসম্ভব ভালো লাগলেও মনের $কোনে$ একটা ব্যথা অনুভূত $হচ্ছিলো$।
"মজা করার আরো হাজারটা ভাল উপায় আছে, তা না করে মিথ্যা কথা বলে মিথ্যা ছল চাতুরি করে অন্যকে বোকা বানানোর মধ্যে কি ক্রেডিট থাকতে পারে আমার মাথায় ধরে না।","মজা করার $আরো$ হাজারটা ভাল উপায় আছে, তা না করে মিথ্যা কথা বলে মিথ্যা ছল চাতুরি করে অন্যকে বোকা বানানোর মধ্যে $কি$ ক্রেডিট থাকতে পারে আমার মাথায় ধরে না।"
আজ তার জীবনে অনেক কিছু ঘটে গেলো কিন্তু কেউ টের পায়নি!,আজ তার জীবনে অনেক কিছু ঘটে $গেলো$ কিন্তু কেউ টের পায়নি!
ইলিরীয় আন্দোলন ছিল ক্রোয়েশিয়ার ইতিহাসে প্রথম এবং সবচেয়ে বিশিষ্ট প্যান-স্লাভিক আন্দোলন।,ইলিরীয় আন্দোলন ছিল ক্রোয়েশিয়ার ইতিহাসে প্রথম $এবং$ সবচেয়ে বিশিষ্ট প্যান-স্লাভিক আন্দোলন।
